,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
185,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46,6,1,1,0,Cleaning staff,1.0,49.0,2.0,6.1,5.0
186,F,Y,Y,0,216000.0,Working,Higher education,Married,House / apartment,50,4,0,0,0,Secretaries,2.0,10.0,2.0,4.96,4.0
187,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,11,0,0,0,Laborers,3.0,4.0,1.0,11.61,1.0
188,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,54,0,0,0,0,job_less,1.0,26.0,0.0,-0.0,0.0
189,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,45,12,0,0,0,Security staff,2.0,44.0,2.0,12.53,3.0
190,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,0,0,1,0,job_less,1.0,13.0,0.0,-0.0,0.0
191,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,0,0,job_less,2.0,28.0,2.0,-0.0,4.0
192,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,36,4,0,0,0,Laborers,2.0,14.0,2.0,4.46,2.0
193,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,7,0,0,0,Security staff,2.0,22.0,0.0,7.05,0.0
194,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,34,4,1,1,0,High skill tech staff,3.0,19.0,1.0,4.52,1.0
195,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30,1,0,0,0,Laborers,2.0,5.0,2.0,1.51,3.0
196,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,27,6,0,0,0,Managers,2.0,36.0,2.0,6.27,3.0
197,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31,6,0,0,0,Sales staff,3.0,49.0,2.0,7.0,2.0
198,F,N,Y,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,35,14,1,0,0,Medicine staff,4.0,26.0,1.0,14.78,1.0
199,F,N,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,43,1,0,1,0,Sales staff,4.0,11.0,2.0,1.8,5.0
200,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40,5,0,0,0,Managers,2.0,3.0,1.0,5.35,1.0
201,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,33,10,0,0,0,Core staff,2.0,10.0,1.0,10.18,1.0
202,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,38,12,1,0,0,Core staff,2.0,8.0,1.0,12.18,1.0
203,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,11,0,1,0,Laborers,2.0,41.0,2.0,11.04,5.0
204,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,47,3,1,1,0,Managers,2.0,46.0,1.0,3.31,1.0
205,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,46,1,0,0,0,Laborers,1.0,28.0,2.0,1.84,2.0
206,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,31,7,1,1,0,Core staff,2.0,48.0,1.0,7.52,1.0
207,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,39,3,0,0,0,HR staff,1.0,6.0,2.0,3.68,3.0
208,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,31,7,0,0,1,Core staff,4.0,3.0,0.0,7.45,0.0
209,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,1,0,job_less,2.0,18.0,2.0,-0.0,5.0
210,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,40,4,0,0,0,Core staff,2.0,0.0,1.0,4.58,1.0
211,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,48,6,1,1,0,Accountants,1.0,52.0,2.0,6.52,3.0
212,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,41,0,0,0,0,Managers,3.0,3.0,1.0,0.97,1.0
213,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,33,5,1,0,0,Security staff,2.0,13.0,2.0,5.6,4.0
214,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,65,0,0,0,0,job_less,1.0,30.0,0.0,-0.0,0.0
215,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,60,5,0,0,0,Laborers,2.0,13.0,2.0,5.51,2.0
216,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46,20,1,1,0,Core staff,1.0,42.0,2.0,20.03,5.0
217,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,0,0,job_less,2.0,45.0,1.0,-0.0,1.0
218,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,1,0,job_less,2.0,41.0,0.0,-0.0,0.0
219,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,1,0,0,Managers,2.0,12.0,0.0,7.77,0.0
220,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,0,0,0,0,job_less,1.0,32.0,1.0,-0.0,1.0
221,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,38,5,0,0,1,Accountants,3.0,43.0,2.0,5.27,4.0
222,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46,5,0,0,0,Security staff,2.0,11.0,2.0,5.01,5.0
223,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58,3,0,1,0,Accountants,2.0,17.0,2.0,3.09,5.0
224,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15,1,1,0,Managers,2.0,28.0,2.0,15.87,5.0
225,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,31,12,0,0,0,Core staff,3.0,12.0,1.0,12.3,1.0
226,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,34,3,0,0,0,Managers,4.0,50.0,2.0,3.64,3.0
227,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,8,0,0,0,Core staff,2.0,49.0,1.0,8.89,1.0
228,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,27,3,0,1,0,Sales staff,1.0,7.0,0.0,3.35,0.0
229,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58,0,0,0,0,job_less,2.0,51.0,2.0,-0.0,5.0
230,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,48,30,1,0,0,Medicine staff,2.0,37.0,2.0,30.31,5.0
231,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,1,0,job_less,2.0,19.0,2.0,-0.0,4.0
232,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30,1,0,0,0,Sales staff,2.0,17.0,0.0,1.35,0.0
233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,21,0,0,0,Core staff,2.0,27.0,1.0,21.04,1.0
234,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,2,0,1,1,Drivers,2.0,59.0,1.0,2.53,1.0
235,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,43,1,0,0,0,Core staff,2.0,11.0,1.0,1.1,1.0
236,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,3,0,0,0,Drivers,2.0,20.0,1.0,3.62,1.0
237,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38,18,1,1,0,Core staff,2.0,27.0,2.0,18.22,5.0
238,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,42,0,1,0,0,Laborers,2.0,29.0,2.0,0.43,2.0
239,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38,0,0,1,1,Sales staff,2.0,37.0,2.0,0.38,5.0
240,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,32,11,0,0,0,Core staff,2.0,3.0,1.0,11.44,1.0
241,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,34,8,0,1,0,Laborers,4.0,18.0,1.0,8.61,1.0
242,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,1,0,0,Accountants,4.0,6.0,2.0,3.71,2.0
243,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43,2,0,0,0,Sales staff,1.0,13.0,2.0,2.09,3.0
244,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,14,0,0,0,Laborers,2.0,1.0,1.0,14.35,1.0
245,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,37,9,0,0,0,Laborers,3.0,23.0,0.0,9.26,0.0
246,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,55,20,0,0,0,Accountants,2.0,43.0,1.0,20.59,1.0
247,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,50,8,0,0,1,Cleaning staff,2.0,28.0,2.0,8.28,5.0
248,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,38,1,0,0,0,Drivers,4.0,47.0,2.0,1.72,3.0
249,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,41,2,0,0,0,Core staff,2.0,43.0,1.0,2.91,1.0
250,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,34,6,0,0,0,High skill tech staff,3.0,11.0,1.0,6.21,1.0
251,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,2.0,14.0,2.0,-0.0,3.0
252,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,33,9,0,0,0,Laborers,3.0,6.0,1.0,9.53,1.0
253,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,54,18,1,1,0,Core staff,1.0,22.0,2.0,18.73,5.0
254,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,2,0,0,0,Core staff,2.0,32.0,2.0,2.01,4.0
255,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,30,9,0,0,1,High skill tech staff,3.0,5.0,1.0,9.55,1.0
256,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37,9,0,0,0,Sales staff,3.0,25.0,2.0,9.75,3.0
257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,0,0,0,job_less,1.0,17.0,1.0,-0.0,1.0
258,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,41,9,0,0,0,Laborers,1.0,18.0,0.0,9.02,0.0
259,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,39,12,0,0,0,Laborers,3.0,46.0,2.0,12.59,3.0
260,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,37,5,0,0,0,Sales staff,3.0,41.0,1.0,5.16,1.0
261,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,36,18,1,0,0,Core staff,4.0,18.0,2.0,18.04,5.0
262,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,30,6,0,0,0,Core staff,2.0,46.0,2.0,6.37,3.0
263,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,27,7,0,0,0,Security staff,3.0,38.0,2.0,7.3,4.0
264,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,33.0,2.0,-0.0,5.0
265,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25,3,0,0,0,Core staff,2.0,10.0,0.0,3.69,0.0
266,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,56,8,1,1,0,Sales staff,2.0,12.0,2.0,8.14,4.0
267,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,58,0,0,0,1,job_less,1.0,39.0,2.0,-0.0,4.0
268,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,60,4,1,1,0,Accountants,1.0,41.0,2.0,4.22,5.0
269,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,5,0,0,0,Sales staff,1.0,25.0,2.0,5.38,4.0
270,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34,4,0,0,0,Core staff,4.0,42.0,0.0,4.47,0.0
271,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,28,4,1,1,0,Core staff,2.0,11.0,2.0,4.91,2.0
272,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,13.0,2.0,-0.0,4.0
273,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,45,1,0,0,0,Core staff,4.0,23.0,2.0,1.54,3.0
274,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,38,0,0,0,0,Managers,2.0,60.0,2.0,0.46,3.0
275,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,35,9,0,0,0,Core staff,3.0,2.0,1.0,9.79,1.0
276,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58,0,0,0,0,job_less,1.0,8.0,2.0,-0.0,5.0
277,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,22,0,0,0,0,Laborers,3.0,20.0,0.0,0.41,0.0
278,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,38,19,1,0,0,Core staff,2.0,0.0,1.0,19.31,1.0
279,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0,0,0,0,job_less,2.0,35.0,1.0,-0.0,1.0
280,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,61,7,0,1,0,Cooking staff,2.0,44.0,1.0,7.36,1.0
281,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,0,1,0,job_less,2.0,9.0,2.0,-0.0,2.0
282,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0,0,0,0,job_less,1.0,5.0,2.0,-0.0,3.0
283,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,37,7,0,0,0,Drivers,2.0,33.0,2.0,7.35,2.0
284,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,0,1,0,job_less,2.0,22.0,2.0,-0.0,3.0
285,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,46,11,1,0,0,Laborers,1.0,3.0,0.0,11.18,0.0
286,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,37,15,1,1,0,Core staff,3.0,35.0,2.0,15.45,3.0
287,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,2,0,0,0,Core staff,2.0,16.0,2.0,2.38,5.0
288,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,2,0,0,0,Core staff,1.0,53.0,2.0,2.53,5.0
289,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,39,1,0,0,1,Core staff,5.0,5.0,2.0,1.99,4.0
290,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,12,1,1,0,Laborers,4.0,16.0,2.0,12.46,2.0
291,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,31,2,1,1,0,Core staff,2.0,23.0,2.0,2.19,2.0
292,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,5,0,1,0,Core staff,2.0,31.0,0.0,5.86,0.0
293,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,57,0,0,1,0,job_less,2.0,7.0,2.0,-0.0,2.0
294,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,3,0,0,0,Laborers,2.0,20.0,1.0,3.17,1.0
295,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,53,5,1,0,0,IT staff,1.0,42.0,2.0,5.45,3.0
296,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,28,4,1,1,0,Managers,1.0,9.0,2.0,4.25,4.0
297,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,25,2,1,1,0,Sales staff,2.0,25.0,2.0,2.3,3.0
298,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,23,3,0,0,0,Sales staff,2.0,3.0,1.0,3.3,1.0
299,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32,5,0,0,1,Laborers,2.0,54.0,2.0,5.72,2.0
300,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,7,0,1,0,Laborers,4.0,48.0,2.0,7.89,5.0
301,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,4,1,1,0,Laborers,2.0,17.0,1.0,4.29,1.0
302,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50,1,0,0,0,Core staff,1.0,21.0,1.0,1.93,1.0
303,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,35,2,0,0,0,High skill tech staff,2.0,23.0,2.0,2.76,3.0
304,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0,0,1,0,job_less,2.0,5.0,0.0,-0.0,0.0
305,F,N,N,2,382500.0,State servant,Secondary / secondary special,Married,House / apartment,51,13,0,0,0,Security staff,4.0,33.0,0.0,13.22,0.0
306,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,56,10,0,0,0,Security staff,2.0,33.0,1.0,10.08,1.0
307,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,48,11,1,1,0,Managers,4.0,25.0,2.0,11.79,3.0
308,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,8,0,0,0,Sales staff,2.0,9.0,1.0,8.19,1.0
309,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44,13,1,1,0,Laborers,2.0,55.0,2.0,13.44,3.0
310,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,35,9,0,0,0,Managers,2.0,39.0,2.0,9.94,2.0
311,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,3,1,1,0,Drivers,1.0,19.0,1.0,3.54,1.0
312,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48,2,0,0,0,Core staff,2.0,20.0,2.0,2.44,3.0
313,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,51,23,0,1,0,Core staff,2.0,20.0,1.0,23.76,1.0
314,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,15,0,1,0,Security staff,2.0,3.0,1.0,15.09,1.0
315,F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,58,10,0,0,0,Core staff,2.0,14.0,2.0,10.94,5.0
316,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,57,11,1,1,0,Managers,2.0,34.0,0.0,11.21,0.0
317,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,0,0,0,job_less,2.0,14.0,2.0,-0.0,5.0
318,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,62,5,0,1,0,Drivers,1.0,7.0,1.0,5.62,1.0
319,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,1,0,0,0,Accountants,3.0,21.0,2.0,1.09,3.0
320,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,30,3,1,1,0,Sales staff,4.0,41.0,1.0,3.52,1.0
321,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,7,0,0,0,Security staff,6.0,30.0,2.0,7.06,5.0
322,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,2,0,0,0,Drivers,3.0,15.0,2.0,2.75,3.0
323,M,Y,Y,1,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,2,0,0,0,Core staff,3.0,22.0,2.0,2.0,2.0
324,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,8,0,1,0,Low-skill Laborers,2.0,7.0,1.0,8.73,1.0
325,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,25,1,1,1,0,Core staff,1.0,21.0,2.0,1.82,3.0
326,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,39,1,0,0,0,Sales staff,1.0,1.0,0.0,1.1,0.0
327,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37,17,1,1,0,Sales staff,2.0,45.0,2.0,17.49,5.0
328,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,39,4,0,1,0,Laborers,3.0,22.0,2.0,4.47,2.0
329,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,39,0,0,0,0,Core staff,1.0,14.0,2.0,0.83,2.0
330,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53,33,0,1,1,Medicine staff,1.0,18.0,2.0,33.79,5.0
331,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,42,1,0,0,0,Core staff,2.0,37.0,2.0,1.67,5.0
332,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,48,29,0,0,0,Medicine staff,2.0,16.0,1.0,29.52,1.0
333,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,38,0,0,0,0,Managers,2.0,0.0,1.0,0.46,1.0
334,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45,2,0,0,0,Core staff,2.0,60.0,2.0,2.72,2.0
335,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,50,22,1,1,0,Laborers,2.0,39.0,2.0,22.7,5.0
336,F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,34,3,0,1,1,Managers,2.0,31.0,0.0,3.34,0.0
337,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,9,1,1,0,Security staff,2.0,11.0,0.0,9.17,0.0
338,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,0,0,job_less,2.0,28.0,2.0,-0.0,4.0
339,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,35,0,0,1,0,Laborers,4.0,37.0,2.0,0.43,3.0
340,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,46,5,0,0,0,Sales staff,2.0,20.0,2.0,5.44,4.0
341,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31,0,1,1,0,Core staff,4.0,26.0,2.0,0.28,2.0
342,F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,37,5,0,0,0,Core staff,6.0,12.0,0.0,5.41,0.0
343,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,0,0,job_less,2.0,36.0,2.0,-0.0,4.0
344,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,57,6,0,0,0,Core staff,2.0,33.0,2.0,6.3,5.0
